review_id,product_category,product_name,review_text,rating,source
S0147,mobile,Redmi Note 13 Pro,Excellent product! बॅटरी पण अप्रतिम. recommend करते.,4,synthetic
S0493,books,Aagatya,Value for money. binding खरोखर आरामदायी आहे.,5,synthetic
S0550,electronics,Fire-Boltt Watch,Fire-Boltt Watch फार perfect. battery आणि design दोन्ही मस्त.,5,synthetic
S0506,books,Yayati,पैसे वाया. translation पूर्णपणे flimsy.,1,synthetic
S0424,fashion,Manyavar Sherwani,कच्चा quality! किंमतीला अनुसरून नाही.,1,synthetic
S0138,mobile,Samsung Galaxy F14,खूप दिवस वापरतोय. बॅटरी अजूनही टिकाऊ आहे. blown away.,5,synthetic
S0331,kitchen,Pigeon Mixer Grinder,खूप निराशा झाली. non-stick coating सुमार आहे.,2,synthetic
S0292,kitchen,Philips Mixer,सुंदर product! flame पण मजबूत. blown away.,4,synthetic
S0312,kitchen,Borosil Glass Set,Borosil Glass Set खरेदी करू नका. flame poor.,1,synthetic
S0421,fashion,Nike Shoes,Description प्रमाणे नाही. color poor. परत करावे लागले.,2,synthetic
S0237,mobile,OnePlus 11R,Expected पेक्षा कमी. पण use करण्यासारखे आहे.,3,synthetic
S0423,fashion,Allen Solly Shirt,पैसे वाया. फिनिश पूर्णपणे पातळ.,2,synthetic
S0395,fashion,Manyavar Sherwani,"Build quality मजबूत, फिटिंग सुंदर, सर्वांनी घ्या.",5,synthetic
S0172,mobile,iQOO Neo 7,Delivery वेळेत झाली. iQOO Neo 7 मजबूत आहे. RAM खूप मस्त.,5,synthetic
S0350,fashion,Adidas Shoes,Adidas Shoes फार चांगला. comfort आणि design दोन्ही अद्वितीय.,5,synthetic
S0301,kitchen,Milton Water Bottle,चांगला warranty! समाधानी आहे. नक्की घ्या.,4,synthetic
S0446,fashion,FabIndia Kurta,फिनिश perfect आहे पण किंमतीला अनुसरून मध्यम.,3,synthetic
S0531,electronics,JBL Headphones,JBL Headphones फार premium. connectivity आणि design दोन्ही अप्रतिम.,5,synthetic
S0489,books,Aamhi Bhagirathache,खूप समाधानी. कथा expected पेक्षा perfect.,5,synthetic
S0226,mobile,Redmi 12,"Money waste. sound खराब, build पातळ.",1,synthetic
S0524,books,Battatyachi Chal,"काही गोष्टी चांगले, काही useless. एकूणच ठीक.",3,synthetic
S0264,kitchen,Hawkins Cooker,अप्रतिम! हाताळणी अमूल्य आहे आणि किंमत वाजवी.,5,synthetic
S0464,books,Aamhi Bhagirathache,खूप दिवस वापरतोय. छपाई अजूनही मस्त आहे. समाधानी आहे.,5,synthetic
S0174,mobile,Nothing Phone 2,मजबूत product! फिंगरप्रिंट पण उपयुक्त. आनंद झाला.,5,synthetic
S0227,mobile,iPhone 13,Description प्रमाणे नाही. build quality useless. नका घेऊ.,2,synthetic
S0167,mobile,iQOO Z7,Delivery वेळेत झाली. iQOO Z7 उपयुक्त आहे. नेटवर्क premium.,5,synthetic
S0589,electronics,OnePlus Bullets,Mixed feelings. speed great पण speed थोडे पातळ.,3,synthetic
S0459,books,Pratinidhi,खूप समाधानी. कागद expected पेक्षा great.,5,synthetic
S0164,mobile,Infinix Note 30,मला Infinix Note 30 खूप आवडला. sound चांगले आहे.,5,synthetic
S0435,fashion,Fastrack Watch,"Money waste. color कमकुवत, build poor.",1,synthetic
S0543,electronics,Canon Camera,चांगली product! range पण premium. आनंद झाला.,5,synthetic
S0241,mobile,Redmi A2,Expected पेक्षा कमी. पण use करण्यासारखे आहे.,3,synthetic
S0130,mobile,Nothing Phone 2a,Nothing Phone 2a फार चांगले. build quality आणि design दोन्ही सुंदर.,5,synthetic
S0570,electronics,TP-Link Router,Excellent signal! मस्त product. नक्की घ्या.,5,synthetic
S0310,kitchen,Pigeon Mixer Grinder,मोटर आरामदायी आहे. किंमतीच्या तुलनेत मस्त.,5,synthetic
S0502,books,Aamhi Bhagirathache,कच्चा quality! किंमतीला अनुसरून नाही.,2,synthetic
S0484,books,Kosla,खूप समाधानी. कथानक expected पेक्षा superb.,5,synthetic
S0592,electronics,Apple AirPods,काही चांगले काही वाईट. कोणाला आवडेल कोणाला नाही.,3,synthetic
S0169,mobile,Redmi 12,खूप दिवस वापरतोय. गेमिंग performance अजूनही अद्वितीय आहे. पुन्हा घेईन.,5,synthetic
S0148,mobile,Motorola Edge 40,अप्रतिम! गेमिंग performance मस्त आहे आणि किंमत वाजवी.,5,synthetic
S0517,books,Battatyachi Chal,Battatyachi Chal काही चांगले काही वाईट. कथा ठीक आहे पण special काही नाही.,3,synthetic
